accountNumber,acqCountry,availableMoney,cardCVV,cardLast4Digits,cardPresent,creditLimit,currentBalance,customerId,enteredCVV,expirationDateKeyInMatch,isFraud,merchantCategoryCode,merchantCountryCode,merchantName,posConditionCode,posEntryMode,transactionAmount,transactionType,accountOpenDate_year,accountOpenDate_month,accountOpenDate_day,transactionDateTime_year,transactionDateTime_month,transactionDateTime_day,transactionDateTime_hour,transactionDateTime_minute,transactionDateTime_second,currentExpDate_year,currentExpDate_month,currentExpDate_day,dateOfLastAddressChange_year,dateOfLastAddressChange_month,dateOfLastAddressChange_day
412055655,3,3327.59,215,7832,0,10000.0,6672.41,412055655,215,0,0,7,3,2055,0,2,0.0,1,2015,7,12,2016,12,24,16,55,1,2031,5,1,2015,7,12
173528214,3,12327.77,704,1186,1,15000.0,2672.23,173528214,704,0,0,16,3,2091,1,2,446.58,1,2014,12,31,2016,5,11,22,6,28,2022,8,1,2014,12,31
314506271,3,167.76,815,2640,1,250.0,82.24,314506271,815,0,0,4,3,413,0,1,287.22,1,2015,6,15,2016,11,10,7,42,18,2030,2,1,2016,10,22
890796581,3,7651.77,713,4240,1,15000.0,7348.23,890796581,713,0,0,3,3,28,1,2,121.62,1,2015,12,31,2016,5,10,22,49,32,2031,3,1,2015,12,31
269481710,3,2500.0,717,9097,0,2500.0,0.0,269481710,717,0,0,12,3,43,0,2,6.44,1,2013,11,7,2016,8,14,15,0,59,2022,2,1,2013,11,7
786923564,3,3983.4,152,3982,1,20000.0,16016.6,786923564,152,0,0,4,3,2031,0,0,145.87,1,2015,1,7,2016,4,27,12,10,52,2019,5,1,2016,4,11
589642154,3,3496.09,416,1565,1,10000.0,6503.91,589642154,416,0,0,5,3,1530,0,0,211.07,1,2014,11,14,2016,10,5,20,55,38,2019,11,1,2016,9,15
796464293,3,231.52,446,7338,1,500.0,268.48,796464293,446,0,0,8,3,2469,0,0,494.36,1,2013,6,8,2016,10,28,4,13,35,2030,7,1,2013,6,8
412558887,3,10653.35,120,1137,0,15000.0,4346.65,412558887,120,0,0,13,3,604,0,0,45.89,1,2014,8,27,2016,5,31,14,34,21,2029,6,1,2016,3,16
658033973,3,179.72,340,5571,1,250.0,70.28,658033973,340,0,0,4,3,47,0,0,121.94,1,2014,6,4,2016,4,14,12,47,18,2019,4,1,2014,6,4
400589289,3,2705.3,511,7572,0,7500.0,4794.7,400589289,511,0,0,0,3,358,0,1,32.16,1,2008,11,20,2016,11,24,10,39,45,2030,10,1,2016,3,16
917216469,3,3329.49,251,4514,1,15000.0,11670.51,917216469,251,0,0,10,3,2209,0,0,580.45,1,2014,9,18,2016,10,11,5,50,3,2031,2,1,2016,8,1
935067404,3,5354.88,732,8736,1,7500.0,2145.12,935067404,732,0,0,4,3,421,0,1,168.96,1,2015,5,30,2016,6,24,19,45,10,2030,2,1,2016,6,2
662857859,3,2506.61,274,8913,0,5000.0,2493.39,662857859,274,0,0,14,3,2472,0,1,0.0,0,2015,11,9,2016,6,18,23,52,21,2028,3,1,2015,11,9
892852316,3,7675.63,858,3572,0,10000.0,2324.37,892852316,858,0,0,3,3,30,0,1,0.0,0,2014,8,31,2016,7,20,16,19,48,2028,4,1,2016,2,12
772212779,3,111.13,135,6040,1,250.0,138.87,772212779,135,0,0,4,3,1749,0,0,25.44,1,2015,12,26,2016,6,9,11,26,55,2026,11,1,2016,5,20
772212779,3,238.6,773,9056,1,250.0,11.4,772212779,773,0,0,4,3,2028,0,2,311.23,1,2015,12,26,2016,11,16,2,22,28,2024,7,1,2016,10,14
599696425,3,14973.73,346,5461,1,15000.0,26.27,599696425,346,0,0,18,3,1139,0,2,107.97,1,2015,9,19,2016,4,11,9,31,36,2026,4,1,2015,9,19
609987168,3,44413.43,423,1434,0,50000.0,5586.57,609987168,423,0,0,17,3,1065,0,0,32.41,1,2015,6,13,2016,6,23,17,25,27,2030,5,1,2016,2,19
734565888,3,209.14,167,6209,0,500.0,290.86,734565888,167,0,0,4,3,1495,0,0,94.36,1,2015,2,25,2016,11,2,3,33,28,2019,4,1,2016,5,12
888132996,3,572.43,209,9403,1,7500.0,6927.57,888132996,209,0,0,1,3,316,0,1,6.78,1,2007,12,3,2016,8,10,2,26,12,2025,12,1,2007,12,3
800971923,3,19740.51,268,9555,1,20000.0,259.49,800971923,268,0,0,5,3,15,0,2,26.79,1,2015,10,14,2016,10,22,1,57,19,2023,1,1,2016,9,15
196135587,3,7148.43,273,1232,1,7500.0,351.57,196135587,273,0,0,4,3,192,0,1,16.73,1,2014,9,1,2016,5,27,15,57,11,2022,1,1,2014,9,1
318001076,3,40446.86,633,1789,0,50000.0,9553.14,318001076,633,0,0,14,3,2472,0,2,54.52,1,2015,12,11,2016,4,3,16,59,39,2028,3,1,2016,3,24
717128593,3,8490.22,673,1697,1,10000.0,1509.78,717128593,673,0,0,5,3,1802,0,0,24.16,1,2013,4,7,2016,4,7,12,45,28,2025,4,1,2016,2,28
711040764,3,1172.78,620,6776,1,5000.0,3827.22,711040764,620,0,0,3,3,28,1,0,127.96,1,2014,1,23,2016,12,29,7,0,39,2030,10,1,2014,1,23
462006197,3,2332.11,616,4852,1,5000.0,2667.89,462006197,616,0,0,5,3,158,0,2,39.36,1,2015,7,12,2016,11,12,17,29,20,2024,2,1,2015,7,12
389173559,3,8212.57,685,9476,0,15000.0,6787.43,389173559,685,0,0,14,3,2471,1,1,350.56,1,2014,3,26,2016,12,4,23,41,4,2025,2,1,2016,5,3
658589416,3,2952.32,638,2331,1,5000.0,2047.68,658589416,638,0,0,4,3,352,0,1,85.22,1,2015,12,12,2016,8,29,10,8,43,2023,12,1,2015,12,12
574370401,3,24917.41,356,7701,1,50000.0,25082.59,574370401,356,0,0,11,3,1566,0,0,393.24,1,2013,9,20,2016,11,2,14,35,46,2020,4,1,2013,9,20
389039056,3,2156.83,883,359,0,2500.0,343.17,389039056,883,0,0,0,3,2150,0,2,1.97,1,2015,12,21,2016,4,30,4,49,18,2023,4,1,2015,12,21
796937925,3,5000.0,886,5078,1,5000.0,0.0,796937925,886,0,0,7,3,2046,0,2,64.39,1,2015,11,19,2016,9,8,3,21,2,2030,5,1,2015,11,19
226896970,3,2885.63,874,3165,1,50000.0,47114.37,226896970,874,0,0,3,3,27,0,4,387.62,1,2014,5,25,2016,8,2,5,38,2,2026,4,1,2014,5,25
606600998,3,49982.39,324,9759,1,50000.0,17.61,606600998,324,0,0,9,3,678,0,0,20.93,1,2014,12,5,2016,12,4,6,53,6,2023,4,1,2014,12,5
440430367,3,3459.15,544,4681,0,5000.0,1540.85,440430367,544,0,0,17,3,1065,0,0,144.57,1,2015,3,2,2016,7,28,23,39,45,2025,7,1,2015,3,2
278064853,3,117.5,676,7267,0,500.0,382.5,278064853,676,0,0,14,3,2486,0,1,724.09,1,2013,8,24,2016,10,29,13,3,8,2019,3,1,2016,10,28
921644140,3,4606.85,607,7816,0,5000.0,393.15,921644140,607,0,0,14,3,2487,0,1,11.05,1,2015,5,14,2016,6,8,3,32,56,2024,2,1,2015,5,14
722469540,3,5493.17,470,6159,0,7500.0,2006.83,722469540,470,0,0,17,3,1065,0,1,78.44,1,2012,9,25,2016,6,13,8,30,24,2031,7,1,2012,9,25
979693698,3,46011.17,670,2876,0,50000.0,3988.83,979693698,670,0,0,17,3,1065,1,2,136.1,1,2015,11,2,2016,9,25,20,44,57,2024,1,1,2015,11,2
824423647,3,633.97,226,6606,0,2500.0,1866.03,824423647,326,0,0,14,3,2471,0,2,56.87,1,2014,8,22,2016,4,12,20,30,51,2020,2,1,2016,3,6
278064853,3,90.19,676,7267,0,500.0,409.81,278064853,676,0,0,14,3,2473,1,1,75.57,1,2013,8,24,2016,8,13,9,49,3,2023,11,1,2016,6,19
226896970,3,3920.09,874,3165,1,50000.0,46079.91,226896970,874,0,0,3,3,536,0,2,226.21,1,2014,5,25,2016,12,18,11,27,3,2019,1,1,2016,8,4
452644374,3,2302.81,329,383,1,2500.0,197.19,452644374,329,0,0,4,3,415,0,2,12.01,1,2010,12,18,2016,4,17,9,59,40,2019,1,1,2016,2,7
996232349,3,79.77,336,5101,1,250.0,170.23,996232349,336,0,0,3,3,33,0,1,324.65,1,2013,6,14,2016,11,2,2,52,43,2028,4,1,2013,6,14
731926026,3,9462.99,205,1608,0,15000.0,5537.01,731926026,205,0,0,14,3,2473,0,1,256.79,1,2015,12,31,2016,7,21,3,31,30,2023,6,1,2015,12,31
863184460,3,694.5,837,3702,0,5000.0,4305.5,863184460,837,0,0,3,3,530,0,2,0.0,0,2015,12,5,2016,7,7,2,47,25,2027,1,1,2015,12,5
917216469,3,12380.31,126,7872,1,15000.0,2619.69,917216469,126,0,0,5,3,42,0,0,170.51,1,2014,9,18,2016,1,28,19,39,46,2018,8,1,2014,9,18
239875038,3,2263.91,383,8212,0,7500.0,5236.09,239875038,383,0,0,13,3,1134,0,1,64.53,1,2015,3,12,2016,3,22,16,25,12,2030,6,1,2016,3,11
406910278,3,5000.0,612,6951,0,5000.0,0.0,406910278,612,0,0,17,3,1065,0,0,87.84,1,2012,5,11,2016,8,16,20,19,20,2018,8,1,2012,5,11
903770100,3,19904.09,860,9333,0,20000.0,95.91,903770100,860,0,0,13,3,1201,0,3,22.63,1,2014,10,11,2016,2,27,8,14,31,2021,3,1,2014,10,11
695492434,3,3835.1,690,1426,0,5000.0,1164.9,695492434,690,0,0,14,3,2475,0,0,510.7,1,2014,1,4,2016,3,9,19,21,8,2020,8,1,2014,1,4
772212779,3,51.62,773,9056,1,250.0,198.38,772212779,773,1,0,4,3,433,0,2,176.98,1,2015,12,26,2016,12,17,5,12,50,2021,10,1,2016,10,14
810244614,3,14198.79,527,8879,1,15000.0,801.21,810244614,527,0,0,5,3,152,0,1,249.15,1,2012,8,26,2016,1,13,9,10,26,2027,6,1,2012,8,26
537986365,3,522.77,626,5914,1,10000.0,9477.23,537986365,626,0,0,11,3,1662,0,1,341.69,1,2014,6,23,2016,5,10,12,17,7,2030,7,1,2016,5,5
496661752,3,4448.73,785,5880,0,20000.0,15551.27,496661752,785,0,0,14,3,2488,0,2,125.75,1,2015,11,8,2016,7,11,21,23,10,2023,5,1,2016,7,11
175089467,3,13775.91,583,9577,0,20000.0,6224.09,175089467,583,0,0,17,3,1065,0,1,90.9,1,2015,10,1,2016,4,18,11,50,23,2031,4,1,2016,4,18
859945982,3,2186.74,243,252,1,5000.0,2813.26,859945982,243,0,0,5,3,596,0,1,363.71,1,2014,8,13,2016,10,28,6,6,32,2032,1,1,2016,6,5
663333759,3,620.32,372,5916,0,7500.0,6879.68,663333759,372,0,0,17,3,1065,0,2,35.21,1,2013,9,25,2016,5,17,11,33,28,2023,1,1,2013,9,25
422748173,3,13239.36,461,9686,0,15000.0,1760.64,422748173,461,0,0,17,3,1065,0,2,56.66,1,2012,2,14,2016,12,17,5,28,44,2021,5,1,2016,3,9
753899906,3,549.31,401,9170,0,5000.0,4450.69,753899906,401,0,0,14,3,2476,1,1,8.26,1,2015,8,11,2016,9,27,2,23,32,2020,11,1,2016,4,23
468070133,3,4637.95,242,7201,1,5000.0,362.05,468070133,242,0,0,7,3,1123,0,2,21.2,1,2013,4,22,2016,8,8,2,14,23,2023,12,1,2013,4,22
990764813,3,3935.57,910,4008,0,20000.0,16064.43,990764813,910,0,0,14,3,2476,2,1,70.14,1,2015,1,10,2016,6,7,21,13,40,2025,8,1,2016,4,26
990764813,3,18365.81,910,4008,0,20000.0,1634.19,990764813,910,0,0,3,3,26,0,0,31.67,1,2015,1,10,2016,10,7,16,10,48,2025,9,1,2016,6,12
173544488,3,541.34,437,6343,1,7500.0,6958.66,173544488,437,0,0,3,3,28,2,0,8.55,1,2014,4,12,2016,8,22,12,13,0,2028,1,1,2016,5,28
901922840,3,7624.08,713,1548,1,20000.0,12375.92,901922840,713,0,0,18,3,1207,0,1,165.69,1,2013,9,9,2016,10,28,19,33,55,2019,3,1,2016,10,24
911521322,3,4359.14,221,6701,0,7500.0,3140.86,911521322,221,0,0,12,3,43,1,1,5.15,1,2011,1,15,2016,4,3,14,20,46,2024,1,1,2011,1,15
205521437,3,915.78,880,6246,1,10000.0,9084.22,205521437,880,0,0,5,3,1806,2,1,95.58,1,2015,1,10,2016,3,4,12,11,22,2028,2,1,2015,1,10
173544488,3,430.63,407,585,1,7500.0,7069.37,173544488,407,0,0,3,3,536,1,1,104.88,1,2014,4,12,2016,3,28,5,56,3,2025,11,1,2014,4,12
921266829,3,6130.34,774,8421,0,20000.0,13869.66,921266829,774,0,0,11,3,1636,0,0,18.99,2,2011,2,2,2016,3,27,5,23,13,2032,1,1,2011,2,2
313507595,3,3060.75,258,7604,1,5000.0,1939.25,313507595,258,0,0,5,3,13,0,2,123.33,1,2011,7,29,2016,2,18,5,40,54,2031,12,1,2011,7,29
324073765,3,11948.1,523,1756,0,15000.0,3051.9,324073765,523,0,0,13,3,604,0,1,366.2,1,2015,6,11,2016,2,9,17,46,36,2023,9,1,2015,6,11
353215513,3,891.79,986,2705,1,7500.0,6608.21,353215513,986,0,0,3,3,535,0,2,176.61,1,2013,7,4,2016,5,17,10,55,56,2019,9,1,2016,5,11
316913740,3,6268.06,517,1596,0,7500.0,1231.94,316913740,517,0,0,13,3,604,0,2,207.77,1,2015,6,24,2016,1,7,18,50,41,2019,6,1,2015,6,24
927002454,3,5516.87,673,5942,0,10000.0,4483.13,927002454,673,0,0,0,3,2085,0,0,44.34,2,2013,10,14,2016,7,4,0,14,36,2031,9,1,2016,4,26
568765450,3,6038.3,197,2608,0,20000.0,13961.7,568765450,197,0,0,17,3,1065,0,3,633.9,1,2015,2,20,2016,5,24,13,18,39,2027,10,1,2016,2,12
216909219,3,9635.05,825,4546,0,10000.0,364.95,216909219,825,0,0,14,3,2471,0,1,0.0,0,2012,5,25,2016,9,20,22,46,19,2031,3,1,2012,5,25
838085703,1,3083.24,625,4062,0,5000.0,1916.76,838085703,625,0,0,3,1,533,0,2,236.77,1,2015,9,24,2016,6,29,7,11,45,2029,10,1,2016,6,6
987620659,3,49109.31,264,5662,0,50000.0,890.69,987620659,264,0,0,14,3,2472,0,2,110.72,1,2009,9,7,2016,1,8,0,54,46,2022,11,1,2009,9,7
703733318,3,4009.78,537,1947,0,15000.0,10990.22,703733318,537,0,0,14,3,2479,0,3,119.66,1,2015,1,22,2016,5,22,10,15,2,2029,3,1,2016,4,1
552072046,3,460.25,777,6368,1,5000.0,4539.75,552072046,777,0,0,10,3,632,0,0,126.26,1,2015,3,2,2016,10,23,16,15,23,2028,1,1,2015,3,2
263347919,3,6701.01,574,6754,1,20000.0,13298.99,263347919,574,0,0,4,3,2018,1,0,63.15,1,2014,6,7,2016,4,29,16,45,15,2022,12,1,2016,2,4
462381231,3,500.0,422,9805,1,500.0,0.0,462381231,422,0,0,3,3,29,0,0,14.47,1,2015,8,27,2016,8,16,13,15,25,2027,4,1,2015,8,27
297952999,3,6265.45,556,2386,0,15000.0,8734.55,297952999,556,0,0,14,3,2472,0,0,101.39,1,2014,1,6,2016,10,2,7,30,27,2027,4,1,2016,2,15
689815792,3,222.09,586,3377,1,250.0,27.91,689815792,586,0,0,4,3,1761,0,2,122.79,1,2012,12,11,2016,4,22,6,56,13,2028,6,1,2012,12,11
132245147,3,835.67,105,894,0,1000.0,164.33,132245147,105,0,0,14,3,2475,0,0,168.6,1,2013,5,14,2016,5,25,5,48,38,2031,4,1,2013,5,14
387040271,3,1442.55,347,1972,0,5000.0,3557.45,387040271,347,0,0,11,3,854,0,0,48.38,1,2011,12,6,2016,12,21,3,28,20,2018,10,1,2016,11,14
824499926,3,1355.31,694,9224,1,2500.0,1144.69,824499926,694,0,0,3,3,1534,0,2,131.14,1,2013,2,1,2016,4,1,21,27,0,2018,10,1,2013,2,1
562998358,3,1479.4,986,3276,0,5000.0,3520.6,562998358,986,0,0,12,3,1309,0,1,6.75,1,2015,11,15,2016,5,12,23,7,58,2025,10,1,2015,11,15
598658977,3,15665.26,211,1146,1,20000.0,4334.74,598658977,211,0,0,5,3,10,0,1,162.25,1,2014,9,6,2016,8,28,17,34,7,2028,9,1,2014,9,6
289059209,3,1876.52,148,9716,0,7500.0,5623.48,289059209,148,0,0,17,3,2084,0,1,119.6,1,2012,10,30,2016,9,21,12,27,10,2022,2,1,2016,7,18
